PaperId,AuthorId,DisplayName,LastKnownAffiliationId,PaperCount
2407214087,2119907860,Dianne S. Ward,114027177,298
2128584290,2119907860,Dianne S. Ward,114027177,298
2782753578,2121711824,Gernot Brunner,15766117,59
2468605296,2124695319,Hai-Lu Zhao,176134282,30
2115861779,2126441402,Gary Craig,191240316,76
2033761221,2127628747,Shelley D. Golden,114027177,34
2889821640,2127969871,Stephen R. Burgess,24240638,26
2168390453,2127992391,Jason Watson,160993911,65
2080557410,2129103717,Ivan Y. Sun,86501945,112
2156595529,2129103717,Ivan Y. Sun,86501945,112
2078333456,2129103717,Ivan Y. Sun,86501945,112
2131943683,2129103717,Ivan Y. Sun,86501945,112
1970752469,2129103717,Ivan Y. Sun,86501945,112
2166500479,2129103717,Ivan Y. Sun,86501945,112
2328455698,2129103717,Ivan Y. Sun,86501945,112
2347120703,2131164008,Buyun Kim,52010207,6
2478656752,2132408965,Karen E. Watkins,165733156,85
1967809789,2134232093,Hugh L. LeBlanc,193531525,4
2017794399,2134739207,Simon J. Marshall,26538001,86
2150158051,2141107244,Tara O’Connor Shelley,92446798,42
2122877190,2147999625,Christoph Schindler,34809795,69
2009805702,2147999625,Christoph Schindler,34809795,69
2113306875,2155914501,Susan D. Stewart,173911158,31
2600148741,2156480904,Suzanne C. Hughes,26538001,47
2063949224,2157353776,Steven A. Peterson,130769515,157
1990899156,2158601893,Thomas V. Williams,2800250139,55
1996832470,2161134973,William M. Burdon,161318765,23
1531437911,2161570557,Donna Lee,79619799,36
2022856393,2162560670,Raymond W. K. Lau,8679417,21
2108065233,2167352797,Zsófia Demjén,45129253,39
2133765173,2168283055,Kathleen Kahn,192619145,247
2168959876,2168884524,James M. Gilbert,191240316,57
2772129822,2171550530,Divaka Perera,183935753,195
2148999558,2171625948,Joachim Gross,7882870,225
2166564529,2173979474,Annette Bailey,530967,13
2180056906,2183340996,Heather Mullins-Owens,55769427,2
2602296492,2183883696,Minhu Chen,157773358,343
2158148570,2191052920,Sarah Becker,121820613,25
2318071611,2200321990,Gregory R. Waryasz,27804330,39
2347087085,2203044637,Tal Schechter,185261750,132
2612325636,2227737478,Collin A. Webster,155781252,83
2100441999,2246960523,Eric Bruckert,1330825076,377
2394894213,2253055567,Florin Oprescu,174025329,89
2142566405,2254091382,Amelia Yip,204722609,1
1909029441,2278500557,Sharon O’Connor,107672454,2
1978104180,2279627966,Andrew M. Garratt,1333353642,169
2008561559,2284098897,Alan Dardik,32971472,377
2171785339,2287874493,Tali Serota,90671498,1
2107362334,2308063377,Remzi Avci,149564915,22
2029844790,2312184295,Michelle Laurence,52353378,8
2108851244,2312411179,Carolyn Barber,75421653,29
2131115324,2312411179,Carolyn Barber,75421653,29
2061944474,2338816718,Cindy M. Gilson,102149020,9
2015434151,2338816718,Cindy M. Gilson,102149020,9
2166777945,2343218963,James S. House,27837315,166
2104845874,2343218963,James S. House,27837315,166
2068302407,2343515680,Malinda Chase,141472210,1
2115162654,2350387278,Baoxin Sun,192578869,1
